# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
reactome:R-HSA-418080	-	-	uniprotkb:P27361	ENSEMBL:ENSG00000102882	EntrezGene:5595	complex	R-HSA-418210	-
uniprotkb:Q99814	ENSEMBL:ENSG00000116016	EntrezGene:2034	ChEBI:30915	-	-	reaction	R-HSA-1234164	12042299|12615973|12080085|15239670
reactome:R-HSA-622267	-	-	reactome:R-HSA-8950302	-	-	complex	R-HSA-8950255	22814351
reactome:R-HSA-203494	-	-	uniprotkb:P43403	ENSEMBL:ENSG00000115085	EntrezGene:7535	complex	R-HSA-202181	-
reactome:R-HSA-2993782	-	-	uniprotkb:Q14676	ENSEMBL:ENSG00000137337|ENSEMBL:ENSG00000206481|ENSEMBL:ENSG00000224587|ENSEMBL:ENSG00000225589|ENSEMBL:ENSG00000228575|ENSEMBL:ENSG00000231135|ENSEMBL:ENSG00000234012|ENSEMBL:ENSG00000237095	EntrezGene:9656	reaction	R-HSA-4570553	25218447|22635276|24782567|22661230
uniprotkb:Q92896	ENSEMBL:ENSG00000090863	EntrezGene:2734	uniprotkb:P16581	ENSEMBL:ENSG00000007908	EntrezGene:6401	reaction	R-HSA-2870221	7509040|21659548
uniprotkb:Q8NEG7	ENSEMBL:ENSG00000205593	EntrezGene:414918	reactome:R-HSA-8876596	-	-	reaction	R-HSA-8876616	27246931|22595670|24694596|25341920|15958533|20592283|12475894|15692570|23444368|26936971
uniprotkb:Q9ULK5	ENSEMBL:ENSG00000162738	EntrezGene:57216	uniprotkb:P41221	ENSEMBL:ENSG00000114251	EntrezGene:7474	reaction	R-HSA-4551555	20004982|16971168|16116452|22773843|23144463|16723543|16280981
uniprotkb:Q9BRX5	ENSEMBL:ENSG00000181938	EntrezGene:64785	uniprotkb:Q9Y248	ENSEMBL:ENSG00000131153	EntrezGene:51659	complex	R-HSA-176952	16483939|16483939|16483939|16483939|16483939|16483939
uniprotkb:Q14493	ENSEMBL:ENSG00000163950	EntrezGene:7884	uniprotkb:Q9UBU9	ENSEMBL:ENSG00000162231	EntrezGene:10482	complex	R-HSA-159045	-
uniprotkb:Q09M05	-	EntrezGene:244071	reactome:R-HSA-8982724	-	-	reaction	R-NUL-8867463	20519502|25103237|17244817|17244818|21074048
ChEBI:16247	-	-	uniprotkb:P04114	ENSEMBL:ENSG00000084674	EntrezGene:338	complex	R-HSA-174666	-
reactome:R-HSA-5694274	-	-	uniprotkb:P13987	ENSEMBL:ENSG00000085063	EntrezGene:966	complex	R-HSA-5694276	-
reactome:R-HSA-190599	-	-	ChEBI:29985	-	-	reaction	R-HSA-8865774	16901895|17499049|15890843
reactome:R-HSA-187496	-	-	uniprotkb:P38936	ENSEMBL:ENSG00000124762	EntrezGene:1026	complex	R-HSA-187516	-
reactome:R-HSA-5607676	-	-	uniprotkb:Q9UDY8	ENSEMBL:ENSG00000172175	EntrezGene:10892	complex	R-HSA-5607682	-
uniprotkb:P04839	ENSEMBL:ENSG00000165168	EntrezGene:1536	ChEBI:17627	-	-	complex	R-HSA-1222510	-
uniprotkb:P06746	ENSEMBL:ENSG00000070501	EntrezGene:5423	uniprotkb:P39748	ENSEMBL:ENSG00000168496	EntrezGene:2237	complex	R-HSA-5649866	11440997
uniprotkb:Q13573	ENSEMBL:ENSG00000100603	EntrezGene:22938	uniprotkb:Q9UN42	ENSEMBL:ENSG00000101892	EntrezGene:23439	reaction	R-HSA-5252001	17592128
reactome:R-HSA-976776	-	-	uniprotkb:P98160	ENSEMBL:ENSG00000142798	EntrezGene:3339	complex	R-HSA-977084	-
reactome:R-HSA-3204327	-	-	reactome:R-HSA-3149530	-	-	complex	R-HSA-3204322	-
reactome:R-HSA-5623445	-	-	reactome:R-HSA-5623437	-	-	complex	R-HSA-5623447	-
uniprotkb:P15088	ENSEMBL:ENSG00000163751	EntrezGene:1359	uniprotkb:P01019	ENSEMBL:ENSG00000135744	EntrezGene:183	reaction	R-HSA-2028294	2708524|2443571
reactome:R-HSA-432792	-	-	uniprotkb:P78352	ENSEMBL:ENSG00000132535	EntrezGene:1742	complex	R-HSA-432793	17959602|17959602|17959602
uniprotkb:P55210	ENSEMBL:ENSG00000165806	EntrezGene:840	uniprotkb:P55210	ENSEMBL:ENSG00000165806	EntrezGene:840	complex	R-HSA-6804362	11701129|11752425
uniprotkb:P68106	ENSEMBL:ENSG00000119782	EntrezGene:2281	uniprotkb:P68106	ENSEMBL:ENSG00000119782	EntrezGene:2281	complex	R-HSA-5578817	-
reactome:R-HSA-77088	-	-	reactome:R-HSA-167088	-	-	complex	R-HSA-167080	-
uniprotkb:Q9HC36	ENSEMBL:ENSG00000171861	EntrezGene:55178	reactome:R-HSA-6792998	-	-	reaction	R-HSA-6793096	24036117|25009282|25074936
uniprotkb:P63165	ENSEMBL:ENSG00000116030	EntrezGene:7341	uniprotkb:P63165	ENSEMBL:ENSG00000116030	EntrezGene:7341	complex	R-HSA-4616014	22457066|25114211
reactome:R-HSA-1474209	-	-	uniprotkb:P07585	ENSEMBL:ENSG00000011465	EntrezGene:1634	reaction	R-HSA-2327909	21789315|2059554|1544908|8440685|9252349|6439184
uniprotkb:Q9UNL4	ENSEMBL:ENSG00000111653	EntrezGene:51147	uniprotkb:Q9UNL4	ENSEMBL:ENSG00000111653	EntrezGene:51147	complex	R-HSA-3215159	22334692
uniprotkb:P09326	ENSEMBL:ENSG00000117091	EntrezGene:962	uniprotkb:Q9BZW8	ENSEMBL:ENSG00000122223	EntrezGene:51744	reaction	R-HSA-202722	10764623|16585556
uniprotkb:P63208	ENSEMBL:ENSG00000113558	EntrezGene:6500	uniprotkb:Q13616	ENSEMBL:ENSG00000055130	EntrezGene:8454	complex	R-HSA-1168592	10066435|10321728
uniprotkb:Q96JJ3	ENSEMBL:ENSG00000062598	EntrezGene:63916	uniprotkb:P46108	ENSEMBL:ENSG00000167193	EntrezGene:1398	complex	R-HSA-2029141	15572663|15572663|15572663|15572663|15572663|15572663
uniprotkb:Q15796	ENSEMBL:ENSG00000175387	EntrezGene:4087	uniprotkb:Q13485	ENSEMBL:ENSG00000141646	EntrezGene:4089	reaction	R-HSA-170847	11779503|9311995|15350224|17272273|9670020|11779505
reactome:R-HSA-5250923	-	-	uniprotkb:Q09472	ENSEMBL:ENSG00000100393	EntrezGene:2033	complex	R-HSA-5250942	21559432|23555303
uniprotkb:Q15465	ENSEMBL:ENSG00000164690	EntrezGene:6469	uniprotkb:Q13635	ENSEMBL:ENSG00000185920	EntrezGene:5727	reaction	R-HSA-5632652	21802063|18794898|22326621|21664576|20844013|17086203|16647304|21664577|17504941|20519495
uniprotkb:P40763	ENSEMBL:ENSG00000168610	EntrezGene:6774	uniprotkb:P40763	ENSEMBL:ENSG00000168610	EntrezGene:6774	reaction	R-HSA-2730595	-
reactome:R-HSA-5626540	-	-	reactome:R-HSA-182921	-	-	complex	R-HSA-5672334	12110184|12110184
ChEBI:18248	-	-	uniprotkb:Q99807	ENSEMBL:ENSG00000167186	EntrezGene:10229	complex	R-HSA-2167852	-
uniprotkb:P25054	ENSEMBL:ENSG00000134982	EntrezGene:324	reactome:R-HSA-450152	-	-	reaction	R-HSA-5246693	18632848|19061640|20227366|22761442
uniprotkb:P16298	ENSEMBL:ENSG00000107758	EntrezGene:5532	ChEBI:29105	-	-	complex	R-HSA-201762	-
uniprotkb:Q9NYJ8	ENSEMBL:ENSG00000055208	EntrezGene:23118	uniprotkb:O43318	ENSEMBL:ENSG00000135341	EntrezGene:6885	complex	R-HSA-5607683	-
reactome:R-HSA-444822	-	-	uniprotkb:Q9HBX9	ENSEMBL:ENSG00000171509	EntrezGene:59350	complex	R-HSA-444839	-
uniprotkb:Q6RW13	ENSEMBL:ENSG00000177674	EntrezGene:57085	uniprotkb:Q6RW13	ENSEMBL:ENSG00000177674	EntrezGene:57085	complex	R-HSA-6802680	-
reactome:R-HSA-2395777	-	-	uniprotkb:P06727	ENSEMBL:ENSG00000110244	EntrezGene:337	complex	R-HSA-2395787	-
uniprotkb:Q9UPP1-2	ENSEMBL:ENSG00000172943	EntrezGene:23133	ChEBI:18248	-	-	complex	R-HSA-2245219	-
uniprotkb:P20062	ENSEMBL:ENSG00000185339	EntrezGene:6948	ChEBI:28911	-	-	complex	R-HSA-3000123	-
reactome:R-HSA-2902190	-	-	uniprotkb:Q9NR61	ENSEMBL:ENSG00000128917	EntrezGene:54567	reaction	R-HSA-2769000	19524514|18824585|18824583
uniprotkb:Q8NDV7	ENSEMBL:ENSG00000090905	EntrezGene:27327	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-8939110	-
reactome:R-HSA-420757	-	-	reactome:R-HSA-6786149	-	-	complex	R-HSA-6786151	-
uniprotkb:Q96PC3	ENSEMBL:ENSG00000152056	EntrezGene:130340	uniprotkb:Q10567	ENSEMBL:ENSG00000100280	EntrezGene:162	complex	R-HSA-2130687	-
uniprotkb:O14672	ENSEMBL:ENSG00000137845	EntrezGene:102	ChEBI:29105	-	-	complex	R-HSA-1852620	-
uniprotkb:P68871	ENSEMBL:ENSG00000244734	EntrezGene:3043	ChEBI:17627	-	-	complex	R-HSA-1237037	-
reactome:R-HSA-176269	-	-	reactome:R-HSA-3209194	-	-	reaction	R-HSA-6799332	10435622|9925639
uniprotkb:Q15722	ENSEMBL:ENSG00000213903	EntrezGene:1241	ChEBI:15647	-	-	reaction	R-HSA-391941	9177352|2548477|10934230
uniprotkb:P27448	ENSEMBL:ENSG00000075413	EntrezGene:4140	uniprotkb:Q8IVT5	ENSEMBL:ENSG00000141068	EntrezGene:8844	complex	R-HSA-5672699	-
uniprotkb:Q9H9B1	ENSEMBL:ENSG00000181090	EntrezGene:79813	uniprotkb:Q96KQ7	ENSEMBL:ENSG00000204371|ENSEMBL:ENSG00000206376|ENSEMBL:ENSG00000227333|ENSEMBL:ENSG00000232045|ENSEMBL:ENSG00000236759|ENSEMBL:ENSG00000238134	EntrezGene:10919	complex	R-HSA-3788728	15774718|12004135|22178396
reactome:R-HSA-8875548	-	-	uniprotkb:Q9NZ52	ENSEMBL:ENSG00000125447	EntrezGene:23163	complex	R-HSA-8875665	21664574
reactome:R-HSA-5640173	-	-	uniprotkb:O75376	ENSEMBL:ENSG00000141027	EntrezGene:9611	reaction	R-HSA-1368069	18037887|15761026|18006707|20581824
uniprotkb:Q16787	ENSEMBL:ENSG00000053747	EntrezGene:3909	uniprotkb:P11047	ENSEMBL:ENSG00000135862	EntrezGene:3915	complex	R-HSA-2328111	-
uniprotkb:P10826	ENSEMBL:ENSG00000077092	EntrezGene:5915	ChEBI:15367	-	-	complex	R-HSA-5617857	25135475|9272954|17851529|7908827|10777502|8674428|22879880|17761849|25135475|9272954|17851529|7908827|10777502|8674428|22879880|17761849
uniprotkb:Q99895	ENSEMBL:ENSG00000162438	EntrezGene:11330	uniprotkb:P07477	ENSEMBL:ENSG00000204983|ENSEMBL:ENSG00000274247	EntrezGene:5644	reaction	R-HSA-5693319	23430245
reactome:R-HSA-390407	-	-	uniprotkb:O15228	ENSEMBL:ENSG00000116906	EntrezGene:8443	complex	R-HSA-76165	-
uniprotkb:P15514	ENSEMBL:ENSG00000109321	EntrezGene:374	uniprotkb:O95406	ENSEMBL:ENSG00000100528	EntrezGene:10175	complex	R-HSA-5694249	-
reactome:R-HSA-190583	-	-	uniprotkb:Q07157	ENSEMBL:ENSG00000104067|ENSEMBL:ENSG00000277401	EntrezGene:7082	complex	R-HSA-191615	-
reactome:R-HSA-174167	-	-	reactome:R-HSA-187952	-	-	complex	R-HSA-188387	-
uniprotkb:Q0PNE2	ENSEMBL:ENSG00000163832	EntrezGene:54859	uniprotkb:Q96EB1	ENSEMBL:ENSG00000109911	EntrezGene:26610	complex	R-HSA-3318422	-
reactome:R-HSA-70984	-	-	uniprotkb:O14521	ENSEMBL:ENSG00000204370|ENSEMBL:ENSG00000255292	EntrezGene:6392	complex	R-HSA-70990	-
reactome:R-HSA-6802626	-	-	uniprotkb:P28482	ENSEMBL:ENSG00000100030	EntrezGene:5594	complex	R-HSA-6802625	-
uniprotkb:P51788	ENSEMBL:ENSG00000114859	EntrezGene:1181	ChEBI:17996	-	-	reaction	R-HSA-2744228	11687798|1379744|10831588|15044642|8112288|7795595|16849430|19153159|8533761|11734858|18310267|8544406|8041726|20538786
reactome:R-HSA-174729	-	-	ChEBI:17855	-	-	complex	R-HSA-174791	-
uniprotkb:P46531	ENSEMBL:ENSG00000148400	EntrezGene:4851	ChEBI:17009	-	-	reaction	R-HSA-1912349	12486116|21464368|18347015|11524432|15692013
uniprotkb:Q9H2K2	ENSEMBL:ENSG00000107854	EntrezGene:80351	uniprotkb:Q9NTX7	ENSEMBL:ENSG00000118518	EntrezGene:81847	complex	R-HSA-3640854	-
reactome:R-HSA-2888979	-	-	uniprotkb:P48431	ENSEMBL:ENSG00000181449	EntrezGene:6657	complex	R-HSA-2889030	16153702|22215994|19829295
reactome:R-HSA-186816	-	-	uniprotkb:P12931-1	ENSEMBL:ENSG00000197122	EntrezGene:6714	complex	R-HSA-186831	-
ChEBI:29184|ChEBI:64654	-	-	ChEBI:15414	-	-	reaction	R-HSA-6782286	15861136|12403464
reactome:R-HSA-201463	-	-	reactome:R-HSA-201447	-	-	complex	R-HSA-201446	-
reactome:R-HSA-5649865	-	-	uniprotkb:P39748	ENSEMBL:ENSG00000168496	EntrezGene:2237	complex	R-HSA-5649888	11440997
uniprotkb:Q9NQS7	ENSEMBL:ENSG00000149503	EntrezGene:3619	uniprotkb:Q96GD4	ENSEMBL:ENSG00000178999	EntrezGene:9212	complex	R-HSA-377879	15085137|15085137|15085137|15085137|15085137|15085137
reactome:R-HSA-8936477	-	-	reactome:R-HSA-1214169	-	-	complex	R-HSA-8936485	18316480
uniprotkb:P63272	ENSEMBL:ENSG00000213246	EntrezGene:6827	uniprotkb:O00267	ENSEMBL:ENSG00000196235	EntrezGene:6829	complex	R-HSA-170705	-
uniprotkb:Q15465	ENSEMBL:ENSG00000164690	EntrezGene:6469	uniprotkb:Q96DZ1	ENSEMBL:ENSG00000068912	EntrezGene:27248	complex	R-HSA-5362380	-
uniprotkb:Q9Y253	ENSEMBL:ENSG00000170734	EntrezGene:5429	reactome:R-HSA-110290	-	-	reaction	R-HSA-110319	10856253|10801132
uniprotkb:P21108	ENSEMBL:ENSG00000229937	EntrezGene:221823	uniprotkb:P21108	ENSEMBL:ENSG00000229937	EntrezGene:221823	complex	R-HSA-189817	-
uniprotkb:Q9Y698	ENSEMBL:ENSG00000166862	EntrezGene:10369	uniprotkb:P54284	ENSEMBL:ENSG00000167535	EntrezGene:784	complex	R-HSA-210504	-
uniprotkb:P08047	ENSEMBL:ENSG00000185591	EntrezGene:6667	reactome:R-HSA-2393994	-	-	complex	R-HSA-2426139	18654640
uniprotkb:P12821	ENSEMBL:ENSG00000159640	EntrezGene:1636	uniprotkb:P01019	ENSEMBL:ENSG00000135744	EntrezGene:183	reaction	R-HSA-2022405	3017438|2846041|10536878|1851160|12540854|1668266|6269175|6270633|2558510|1848554
reactome:R-HSA-174592	-	-	ChEBI:24499	-	-	complex	R-HSA-8867477	-
uniprotkb:P16112	-	-	uniprotkb:P10915	ENSEMBL:ENSG00000145681	EntrezGene:1404	complex	R-HSA-2318621	-
reactome:R-HSA-72014	-	-	uniprotkb:Q8N684	ENSEMBL:ENSG00000149532	EntrezGene:79869	complex	R-HSA-72015	20980672|11991638|20980672|11991638|20980672|11991638|20980672|11991638|20980672|11991638|20980672|11991638
reactome:R-HSA-1679085	-	-	uniprotkb:Q9H1C4	ENSEMBL:ENSG00000110057	EntrezGene:81622	complex	R-HSA-1679067	-
ChEBI:18357	-	-	uniprotkb:P35348	ENSEMBL:ENSG00000120907	EntrezGene:148	reaction	R-HSA-390641	7746284|1328250|8396931
reactome:R-HSA-162387	-	-	uniprotkb:P49815	ENSEMBL:ENSG00000103197	EntrezGene:7249	reaction	R-HSA-165162	15314020
reactome:R-MTU-1222323	-	-	uniprotkb:P9WGE7	-	-	reaction	R-HSA-1222523	12675804
reactome:R-HSA-5660656	-	-	ChEBI:15351	-	-	reaction	R-HSA-5660660	12456660|16135789
uniprotkb:Q16651	ENSEMBL:ENSG00000052344	EntrezGene:5652	uniprotkb:Q16651	ENSEMBL:ENSG00000052344	EntrezGene:5652	complex	R-HSA-8849802	-
uniprotkb:P52961	ENSEMBL:ENSG00000129744	EntrezGene:417	uniprotkb:P59665	ENSEMBL:ENSG00000206047|ENSEMBL:ENSG00000240247	EntrezGene:1667|EntrezGene:728358	reaction	R-HSA-1972385	12060767
reactome:R-HSA-114561	-	-	reactome:R-HSA-1474209	-	-	complex	R-HSA-4084898	-
uniprotkb:Q9NS87	ENSEMBL:ENSG00000163808|ENSEMBL:ENSG00000280610	EntrezGene:56992	uniprotkb:Q9NS87	ENSEMBL:ENSG00000163808|ENSEMBL:ENSG00000280610	EntrezGene:56992	complex	R-HSA-984823	-
reactome:R-HSA-74978	-	-	ChEBI:15414	-	-	reaction	R-HSA-6790944	26196125
uniprotkb:O00566	ENSEMBL:ENSG00000124383	EntrezGene:10199	uniprotkb:Q9NV31	ENSEMBL:ENSG00000177971	EntrezGene:55272	complex	R-HSA-6790892	12655004|22916032|21318072|21097556|24214024|26237581|24550520|19332556|22916032|21318072|21097556|24214024|26237581|24550520|19332556|22916032|21318072|21097556|24214024|26237581|24550520|19332556
uniprotkb:P62877	ENSEMBL:ENSG00000100387	EntrezGene:9978	uniprotkb:P63208	ENSEMBL:ENSG00000113558	EntrezGene:6500	complex	R-HSA-8939693	11961546|26778333|26778333|26778333|26778333|26778333|26778333
uniprotkb:Q9UPQ9	ENSEMBL:ENSG00000100354	EntrezGene:23112	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-5687049	-
uniprotkb:P30291	ENSEMBL:ENSG00000166483	EntrezGene:7465	reactome:R-HSA-141608	-	-	reaction	R-HSA-174164	1396589
reactome:R-HSA-1226015	-	-	uniprotkb:P42336	ENSEMBL:ENSG00000121879	EntrezGene:5290	complex	R-HSA-1226013	-
reactome:R-HSA-195360	-	-	uniprotkb:P35916	ENSEMBL:ENSG00000037280	EntrezGene:2324	reaction	R-HSA-194308	8617204|12881528|9435229|11532940|8700872
uniprotkb:P25311	ENSEMBL:ENSG00000160862	EntrezGene:563	uniprotkb:P12273	ENSEMBL:ENSG00000159763	EntrezGene:5304	complex	R-HSA-5251992	-
uniprotkb:P51798	ENSEMBL:ENSG00000103249	EntrezGene:1186	uniprotkb:Q86WC4	ENSEMBL:ENSG00000081087	EntrezGene:28962	complex	R-HSA-2730964	-
uniprotkb:Q8WW43	ENSEMBL:ENSG00000138613	EntrezGene:83464	uniprotkb:Q9NZ42	ENSEMBL:ENSG00000205155	EntrezGene:55851	complex	R-HSA-157343	24781550
uniprotkb:O43741	ENSEMBL:ENSG00000131791	EntrezGene:5565	uniprotkb:P54619	ENSEMBL:ENSG00000181929	EntrezGene:5571	complex	R-HSA-2151203	10098881|12663462|9693118
reactome:R-HSA-3222171	-	-	reactome:R-HSA-5633405	-	-	complex	R-HSA-5633436	10777207|16230375|15289308|14623878
reactome:R-HSA-418826	-	-	uniprotkb:O94929	ENSEMBL:ENSG00000173210	EntrezGene:22885	complex	R-HSA-418814	-
uniprotkb:O14641	ENSEMBL:ENSG00000004975	EntrezGene:1856	uniprotkb:O14986	ENSEMBL:ENSG00000107242	EntrezGene:8395	reaction	R-HSA-3772434	18772438
uniprotkb:Q12846	ENSEMBL:ENSG00000103496	EntrezGene:6810	uniprotkb:P40222	ENSEMBL:ENSG00000084652	EntrezGene:200081	reaction	R-HSA-9014074	12558796
reactome:R-HSA-1614233	-	-	uniprotkb:Q9UPQ9	ENSEMBL:ENSG00000100354	EntrezGene:23112	complex	R-HSA-1614241	-
uniprotkb:Q04917	ENSEMBL:ENSG00000128245	EntrezGene:7533	uniprotkb:Q04917	ENSEMBL:ENSG00000128245	EntrezGene:7533	complex	R-HSA-2262715	-
uniprotkb:P62993-1	ENSEMBL:ENSG00000177885	EntrezGene:2885	uniprotkb:P22681	ENSEMBL:ENSG00000110395	EntrezGene:867	complex	R-HSA-182910	16113677
reactome:R-HSA-419984	-	-	uniprotkb:Q9Y624	ENSEMBL:ENSG00000158769	EntrezGene:50848	complex	R-HSA-420006	-
reactome:R-HSA-175254	-	-	uniprotkb:O75531	ENSEMBL:ENSG00000175334	EntrezGene:8815	reaction	R-HSA-8951690	9860958|16175173|16291214|3032450|9188609|9038339
reactome:R-HSA-445002	-	-	uniprotkb:P35240	ENSEMBL:ENSG00000186575	EntrezGene:4771	complex	R-HSA-5669157	14580336
reactome:R-HSA-8948036	-	-	reactome:R-HSA-8948036	-	-	reaction	R-HSA-432129	15459198
uniprotkb:Q9UL18	ENSEMBL:ENSG00000092847	EntrezGene:26523	reactome:R-HSA-8944661	-	-	complex	R-HSA-8944666	-
uniprotkb:O75506	ENSEMBL:ENSG00000230989	EntrezGene:3281	uniprotkb:O75506	ENSEMBL:ENSG00000230989	EntrezGene:3281	complex	R-HSA-3371551	18767159|11679589|18767159|11679589|9649501
uniprotkb:P49841	ENSEMBL:ENSG00000082701	EntrezGene:2932	reactome:R-HSA-9008489	-	-	reaction	R-HSA-9008480	17786208|26542806
reactome:R-HSA-442641	-	-	reactome:R-HSA-5668698	-	-	complex	R-HSA-5668712	16636067|16329988
reactome:R-HSA-2888979	-	-	uniprotkb:Q9H9S0	ENSEMBL:ENSG00000111704	EntrezGene:79923	complex	R-HSA-2889030	16153702|22215994|19829295
uniprotkb:Q01860	ENSEMBL:ENSG00000204531|ENSEMBL:ENSG00000206454|ENSEMBL:ENSG00000229094|ENSEMBL:ENSG00000230336|ENSEMBL:ENSG00000233911|ENSEMBL:ENSG00000235068|ENSEMBL:ENSG00000237582	EntrezGene:5460	reactome:R-HSA-2888976	-	-	reaction	R-HSA-2972966	17580084|17068183|10804184|16153702|20526341|19829295|11077116
reactome:R-HSA-5653767	-	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646	EntrezGene:5111	complex	R-HSA-5653771	24768535
uniprotkb:P07942	ENSEMBL:ENSG00000091136	EntrezGene:3912	uniprotkb:P11047	ENSEMBL:ENSG00000135862	EntrezGene:3915	complex	R-HSA-2328173	-
uniprotkb:Q9NRF8	ENSEMBL:ENSG00000047230	EntrezGene:56474	uniprotkb:Q9NRF8	ENSEMBL:ENSG00000047230	EntrezGene:56474	complex	R-HSA-504058	-
reactome:R-HSA-167712	-	-	reactome:R-HSA-8935897	-	-	complex	R-HSA-8935902	-
uniprotkb:Q9UJY4	ENSEMBL:ENSG00000103365	EntrezGene:23062	reactome:R-HSA-8854168	-	-	complex	R-HSA-8854250	-
ChEBI:29108	-	-	uniprotkb:Q9NNX6	ENSEMBL:ENSG00000090659	EntrezGene:30835	reaction	R-HSA-5621615	10721994
uniprotkb:Q16854	ENSEMBL:ENSG00000114956	EntrezGene:1716	uniprotkb:Q16854	ENSEMBL:ENSG00000114956	EntrezGene:1716	complex	R-HSA-74205	8706825|2845866
uniprotkb:Q96NT5	ENSEMBL:ENSG00000076351	EntrezGene:113235	ChEBI:27470	-	-	reaction	R-HSA-200729	17129779|8662720
ChEBI:18420	-	-	uniprotkb:O14732	ENSEMBL:ENSG00000141401	EntrezGene:3613	complex	R-HSA-1604574	-
reactome:R-HSA-8864283	-	-	uniprotkb:Q719H9	ENSEMBL:ENSG00000134504	EntrezGene:284252	complex	R-HSA-8864347	19115315
reactome:R-HSA-1604365	-	-	uniprotkb:P08253	ENSEMBL:ENSG00000087245	EntrezGene:4313	complex	R-HSA-1604373	-
reactome:R-HSA-8944536	-	-	uniprotkb:Q8NDV7	ENSEMBL:ENSG00000090905	EntrezGene:27327	complex	R-HSA-8944541	-
uniprotkb:P01222	ENSEMBL:ENSG00000134200	EntrezGene:7252	uniprotkb:P01215	ENSEMBL:ENSG00000135346	EntrezGene:1081	reaction	R-HSA-378952	7215288
uniprotkb:Q9UHA4	ENSEMBL:ENSG00000109270	EntrezGene:8649	uniprotkb:Q9BRX9	ENSEMBL:ENSG00000123154	EntrezGene:84292	complex	R-HSA-5674133	15118098
uniprotkb:Q06141	ENSEMBL:ENSG00000172016	EntrezGene:5068	reactome:R-ALL-6788957	-	-	complex	R-HSA-6801809	-
reactome:R-HSA-2395502	-	-	reactome:R-HSA-2395509	-	-	reaction	R-HSA-2395512	20547883|22101253
uniprotkb:Q9UHP3	ENSEMBL:ENSG00000155313	EntrezGene:29761	uniprotkb:O95786	ENSEMBL:ENSG00000107201	EntrezGene:23586	complex	R-HSA-6782841	-
reactome:R-HSA-167712	-	-	ChEBI:18348	-	-	complex	R-HSA-8871153	20946875|20448150|20946875|20448150|20946875|20448150
uniprotkb:P45379	ENSEMBL:ENSG00000118194	EntrezGene:7139	uniprotkb:P19429	ENSEMBL:ENSG00000129991	EntrezGene:7137	complex	R-HSA-390585	-
uniprotkb:O96007	ENSEMBL:ENSG00000164172	EntrezGene:4338	reactome:R-HSA-947582	-	-	reaction	R-HSA-947541	12732628|12571226
uniprotkb:Q09472	ENSEMBL:ENSG00000100393	EntrezGene:2033	reactome:R-HSA-3222096	-	-	reaction	R-HSA-5628871	20228809
uniprotkb:Q6UXB4	ENSEMBL:ENSG00000182566	EntrezGene:339390	uniprotkb:Q9UKJ1	ENSEMBL:ENSG00000085514	EntrezGene:29992	complex	R-HSA-8862077	-
uniprotkb:O43364	ENSEMBL:ENSG00000105996	EntrezGene:3199	reactome:R-HSA-9010496	-	-	reaction	R-HSA-9010503	-
uniprotkb:P08217	ENSEMBL:ENSG00000142615	EntrezGene:63036	uniprotkb:P20930	ENSEMBL:ENSG00000143631	EntrezGene:2312	reaction	R-HSA-8934819	20179351|23629652|17515931|21997417
reactome:R-HSA-2424460	-	-	uniprotkb:P52735	ENSEMBL:ENSG00000160293	EntrezGene:7410	complex	R-HSA-2685668	-
reactome:R-HSA-6785159	-	-	uniprotkb:Q9NSE2	ENSEMBL:ENSG00000114737	EntrezGene:1154	complex	R-HSA-8982973	27423467
reactome:R-HSA-975385	-	-	ChEBI:17996	-	-	reaction	R-HSA-975389	9677400|8717357|2155780
uniprotkb:P48431	ENSEMBL:ENSG00000181449	EntrezGene:6657	uniprotkb:Q9H9S0	ENSEMBL:ENSG00000111704	EntrezGene:79923	complex	R-HSA-2889014	22215994|20505756|17567999|16153702|20526341|19829295
reactome:R-HSA-6794314	-	-	uniprotkb:Q15700	ENSEMBL:ENSG00000150672	EntrezGene:1740	complex	R-HSA-6797306	-
uniprotkb:P22607	ENSEMBL:ENSG00000068078	EntrezGene:2261	uniprotkb:P22607	ENSEMBL:ENSG00000068078	EntrezGene:2261	complex	R-HSA-2033343	-
reactome:R-HSA-983245	-	-	reactome:R-HSA-6811377	-	-	complex	R-HSA-6811381	-
reactome:R-HSA-109845	-	-	uniprotkb:P19419	ENSEMBL:ENSG00000126767	EntrezGene:2002	reaction	R-HSA-198731	-
reactome:R-HSA-210245	-	-	uniprotkb:Q9UIW2	ENSEMBL:ENSG00000114554	EntrezGene:5361	complex	R-HSA-416707	-
reactome:R-HSA-188168	-	-	reactome:R-HSA-1679073	-	-	reaction	R-HSA-1678920	18166152|21402738|18820679|18931679
reactome:R-HSA-3371535	-	-	reactome:R-HSA-1221657	-	-	complex	R-HSA-3371444	21700222
reactome:R-HSA-5672701	-	-	uniprotkb:P27361	ENSEMBL:ENSG00000102882	EntrezGene:5595	complex	R-HSA-5674362	15239952
